year,month,day,metric,count
2017,12,6,Federal Tax Deposits::Classification::Withheld Income and Employment Taxes,11053
2017,12,6,Federal Tax Deposits::Classification::Individual Income Taxes,112
2017,12,6,Federal Tax Deposits::Classification::Railroad Retirement Taxes,7
2017,12,6,Federal Tax Deposits::Classification::Excise Taxes,20
2017,12,6,Federal Tax Deposits::Classification::Corporation Income Taxes,232
2017,12,6,Federal Tax Deposits::Classification::Federal Unemployment Taxes,2
2017,12,6,Federal Tax Deposits::Classification::Estate and Gift Taxes & Misc IRS Rcpts.,2
2017,12,6,Federal Tax Deposits::Classification::Total,11428
2017,12,6,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Direct,58
2017,12,6,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Through Depositaries,11276
2017,12,6,Federal Tax Deposits::Classification::Cash Federal Tax Deposits::Total Cash FTD's,11335
2017,12,6,Federal Tax Deposits::Classification::Inter-agency Transfers,94
2017,12,6,Federal Tax Deposits::Classification::Total,11428
