year,month,day,metric,count
2017,12,4,Operating Cash Balance::Type of account::Federal Reserve Account::Closing balance,124441
2017,12,4,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Closing balance,0
2017,12,4,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Closing balance,0
2017,12,4,Operating Cash Balance::Type of account::Total Operating Balance::Closing balance,124441
2017,12,4,Operating Cash Balance::Type of account::Federal Reserve Account::Opening balance,115828
2017,12,4,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Opening balance,0
2017,12,4,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Opening balance,0
2017,12,4,Operating Cash Balance::Type of account::Total Operating Balance::Opening balance,115828
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Agriculture Loan Repayments (misc),24
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Air Transport Security Fees,1
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Cash FTD's Received (Table IV),19492
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Commodity Credit Corporation programs,24
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Customs and Certain Excise Taxes,81
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Supplemental Security Income,3
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Unemployment,12
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Education Department programs,220
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Energy Department programs,19
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Estate and Gift Taxes,24
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Federal Reserve Earnings,0
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Foreign Military Sales Program,6
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Housing and Urban Development programs,3
2017,12,4,"Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Individual Income and Employment Taxes, Not Withheld",240
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Interest recd from cash investments,0
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Justice Department programs,17
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Postal Service,517
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Public Debt Cash Issues (Table III-B),877
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Defense Finance & Accounting Service,51
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::International Monetary Fund,71
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Total Other Deposits,122
2017,12,4,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Change in Balance of Uncollected Funds,0
