year,month,day,metric,count
2017,12,13,Operating Cash Balance::Type of account::Federal Reserve Account::Closing balance,64734
2017,12,13,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Closing balance,0
2017,12,13,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Closing balance,0
2017,12,13,Operating Cash Balance::Type of account::Total Operating Balance::Closing balance,64734
2017,12,13,Operating Cash Balance::Type of account::Federal Reserve Account::Opening balance,74174
2017,12,13,Operating Cash Balance::Type of account::Supplementary Financing Program Account::Opening balance,0
2017,12,13,Operating Cash Balance::Type of account::Short-Term Cash Investments (Table V)::Opening balance,0
2017,12,13,Operating Cash Balance::Type of account::Total Operating Balance::Opening balance,74174
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Agriculture Loan Repayments (misc),15
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Air Transport Security Fees,1
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Cash FTD's Received (Table IV),12684
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Commodity Credit Corporation programs,23
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Customs and Certain Excise Taxes,69
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Supplemental Security Income,5
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Deposits by States::Unemployment,9
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Education Department programs,196
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Energy Department programs,13
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Estate and Gift Taxes,114
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Federal Reserve Earnings,1407
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Foreign Military Sales Program,50
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Housing and Urban Development programs,2
2017,12,13,"Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Individual Income and Employment Taxes, Not Withheld",870
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Interest recd from cash investments,0
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Justice Department programs,7
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Postal Service,386
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Public Debt Cash Issues (Table III-B),1145
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Emergency Prep & Response (DHS),103
2017,12,13,Deposits and Withdrawals of Operating Cash::Deposits::Federal Reserve Account::Other Deposits::Total Other Deposits,103
