year,month,day,metric,count
2017,11,27,Public Debt Transactions::Issues::Marketable::Bills::Regular Series,0
2017,11,27,Public Debt Transactions::Issues::Marketable::Bills::Cash Management Series,0
2017,11,27,Public Debt Transactions::Issues::Marketable::Notes,0
2017,11,27,Public Debt Transactions::Issues::Marketable::Bonds,0
2017,11,27,Public Debt Transactions::Issues::Marketable::Inflation-Protected Securities Increment,686
2017,11,27,Public Debt Transactions::Issues::Marketable::Federal Financing Bank,0
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::United States Savings Securities::Cash Issue Price,6
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::United States Savings Securities::Interest Increment,2
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::Government Account Series,362677
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::Hope Bonds,0
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::Domestic Series,0
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::Foreign Series,0
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::State and Local Series,10
2017,11,27,Public Debt Transactions::Issues::Nonmarketable::Other,719
2017,11,27,Public Debt Transactions::Issues::Total Issues,364100
