year,month,day,metric,count
2015,1,1,Aggravated Assault Firearm,7
2015,1,1,Aggravated Assault No Firearm,19
2015,1,1,All Other Offenses,69
2015,1,1,Arson,1
2015,1,1,Burglary Non-Residential,5
2015,1,1,Burglary Residential,16
2015,1,1,DRIVING UNDER THE INFLUENCE,29
2015,1,1,Disorderly Conduct,11
2015,1,1,Fraud,23
2015,1,1,Homicide - Criminal,1
2015,1,1,Motor Vehicle Theft,8
2015,1,1,Narcotic / Drug Law Violations,6
2015,1,1,Other Assaults,64
2015,1,1,Prostitution and Commercialized Vice,4
2015,1,1,Public Drunkenness,3
2015,1,1,Rape,4
2015,1,1,Recovered Stolen Motor Vehicle,10
2015,1,1,Robbery Firearm,9
2015,1,1,Robbery No Firearm,13
2015,1,1,Theft from Vehicle,34
2015,1,1,Thefts,45
2015,1,1,Vagrancy/Loitering,1
2015,1,1,Vandalism/Criminal Mischief,49
2015,1,1,Weapon Violations,8
2015,1,2,Aggravated Assault Firearm,6
2015,1,2,Aggravated Assault No Firearm,14
2015,1,2,All Other Offenses,101
2015,1,2,Arson,2
2015,1,2,Burglary Non-Residential,4
2015,1,2,Burglary Residential,17
2015,1,2,DRIVING UNDER THE INFLUENCE,12
2015,1,2,Disorderly Conduct,9
2015,1,2,Embezzlement,1
2015,1,2,Fraud,30
2015,1,2,Homicide - Criminal,1
2015,1,2,Motor Vehicle Theft,7
2015,1,2,Narcotic / Drug Law Violations,26
2015,1,2,Other Assaults,67
2015,1,2,Other Sex Offenses (Not Commercialized),1
2015,1,2,Public Drunkenness,1
2015,1,2,Rape,3
2015,1,2,Recovered Stolen Motor Vehicle,26
2015,1,2,Robbery Firearm,9
2015,1,2,Robbery No Firearm,13
2015,1,2,Theft from Vehicle,33
2015,1,2,Thefts,64
2015,1,2,Vagrancy/Loitering,1
2015,1,2,Vandalism/Criminal Mischief,47
2015,1,2,Weapon Violations,6
2015,1,3,Aggravated Assault Firearm,2
2015,1,3,Aggravated Assault No Firearm,16
2015,1,3,All Other Offenses,70
2015,1,3,Arson,1
2015,1,3,Burglary Non-Residential,2
2015,1,3,Burglary Residential,16
2015,1,3,DRIVING UNDER THE INFLUENCE,7
2015,1,3,Disorderly Conduct,4
2015,1,3,Embezzlement,1
2015,1,3,Fraud,34
2015,1,3,Homicide - Criminal,1
2015,1,3,Motor Vehicle Theft,4
2015,1,3,Narcotic / Drug Law Violations,16
2015,1,3,Other Assaults,53
2015,1,3,Prostitution and Commercialized Vice,1
2015,1,3,Public Drunkenness,2
2015,1,3,Receiving Stolen Property,1
2015,1,3,Recovered Stolen Motor Vehicle,18
2015,1,3,Robbery Firearm,15
2015,1,3,Robbery No Firearm,13
2015,1,3,Theft from Vehicle,29
2015,1,3,Thefts,36
2015,1,3,Vagrancy/Loitering,5
2015,1,3,Vandalism/Criminal Mischief,42
2015,1,4,Aggravated Assault Firearm,3
2015,1,4,Aggravated Assault No Firearm,6
2015,1,4,All Other Offenses,61
2015,1,4,Burglary Non-Residential,4
2015,1,4,Burglary Residential,14
2015,1,4,DRIVING UNDER THE INFLUENCE,13
2015,1,4,Disorderly Conduct,1
2015,1,4,Embezzlement,1
2015,1,4,Fraud,14
2015,1,4,Homicide - Criminal,1
2015,1,4,Motor Vehicle Theft,4
2015,1,4,Narcotic / Drug Law Violations,8
2015,1,4,Other Assaults,51
2015,1,4,Other Sex Offenses (Not Commercialized),1
2015,1,4,Rape,4
2015,1,4,Recovered Stolen Motor Vehicle,20
2015,1,4,Robbery Firearm,11
2015,1,4,Robbery No Firearm,9
2015,1,4,Theft from Vehicle,32
2015,1,4,Thefts,43
2015,1,4,Vagrancy/Loitering,2
2015,1,4,Vandalism/Criminal Mischief,42
2015,1,4,Weapon Violations,1
2015,1,5,Aggravated Assault Firearm,4
2015,1,5,Aggravated Assault No Firearm,8
2015,1,5,All Other Offenses,76
2015,1,5,Arson,2
2015,1,5,Burglary Non-Residential,8
2015,1,5,Burglary Residential,30
2015,1,5,DRIVING UNDER THE INFLUENCE,6
2015,1,5,Disorderly Conduct,4
2015,1,5,Embezzlement,4
2015,1,5,Forgery and Counterfeiting,2
2015,1,5,Fraud,51
2015,1,5,Homicide - Criminal,1
2015,1,5,Motor Vehicle Theft,7
2015,1,5,Narcotic / Drug Law Violations,9
2015,1,5,Other Assaults,59
2015,1,5,Other Sex Offenses (Not Commercialized),4
2015,1,5,Public Drunkenness,1
2015,1,5,Rape,2
2015,1,5,Recovered Stolen Motor Vehicle,20
2015,1,5,Robbery Firearm,12
2015,1,5,Robbery No Firearm,9
2015,1,5,Theft from Vehicle,34
2015,1,5,Thefts,68
2015,1,5,Vagrancy/Loitering,2
2015,1,5,Vandalism/Criminal Mischief,45
2015,1,5,Weapon Violations,4
2015,1,6,Aggravated Assault Firearm,4
2015,1,6,Aggravated Assault No Firearm,7
2015,1,6,All Other Offenses,71
2015,1,6,Arson,1
2015,1,6,Burglary Non-Residential,3
2015,1,6,Burglary Residential,31
2015,1,6,DRIVING UNDER THE INFLUENCE,7
2015,1,6,Disorderly Conduct,3
2015,1,6,Embezzlement,2
2015,1,6,Forgery and Counterfeiting,3
2015,1,6,Fraud,34
2015,1,6,Motor Vehicle Theft,5
2015,1,6,Narcotic / Drug Law Violations,28
2015,1,6,Offenses Against Family and Children,2
2015,1,6,Other Assaults,58
2015,1,6,Other Sex Offenses (Not Commercialized),2
2015,1,6,Rape,3
2015,1,6,Recovered Stolen Motor Vehicle,15
2015,1,6,Robbery Firearm,12
2015,1,6,Robbery No Firearm,11
2015,1,6,Theft from Vehicle,23
2015,1,6,Thefts,55
2015,1,6,Vagrancy/Loitering,3
2015,1,6,Vandalism/Criminal Mischief,36
2015,1,6,Weapon Violations,6
2015,1,7,Aggravated Assault Firearm,3
2015,1,7,Aggravated Assault No Firearm,8
2015,1,7,All Other Offenses,52
2015,1,7,Arson,1
2015,1,7,Burglary Non-Residential,4
2015,1,7,Burglary Residential,16
2015,1,7,DRIVING UNDER THE INFLUENCE,4
2015,1,7,Disorderly Conduct,5
2015,1,7,Embezzlement,1
2015,1,7,Forgery and Counterfeiting,1
2015,1,7,Fraud,41
2015,1,7,Homicide - Criminal,1
2015,1,7,Motor Vehicle Theft,5
2015,1,7,Narcotic / Drug Law Violations,28
2015,1,7,Other Assaults,58
2015,1,7,Other Sex Offenses (Not Commercialized),1
2015,1,7,Prostitution and Commercialized Vice,8
2015,1,7,Public Drunkenness,1
2015,1,7,Rape,5
2015,1,7,Recovered Stolen Motor Vehicle,19
2015,1,7,Robbery Firearm,8
2015,1,7,Robbery No Firearm,9
2015,1,7,Theft from Vehicle,27
2015,1,7,Thefts,60
2015,1,7,Vagrancy/Loitering,3
2015,1,7,Vandalism/Criminal Mischief,23
2015,1,7,Weapon Violations,4
2015,1,8,Aggravated Assault No Firearm,7
2015,1,8,All Other Offenses,62
2015,1,8,Burglary Non-Residential,3
2015,1,8,Burglary Residential,23
2015,1,8,DRIVING UNDER THE INFLUENCE,10
2015,1,8,Disorderly Conduct,1
2015,1,8,Fraud,45
2015,1,8,Homicide - Criminal,1
2015,1,8,Motor Vehicle Theft,8
2015,1,8,Narcotic / Drug Law Violations,23
2015,1,8,Other Assaults,51
2015,1,8,Other Sex Offenses (Not Commercialized),1
2015,1,8,Prostitution and Commercialized Vice,9
2015,1,8,Public Drunkenness,1
2015,1,8,Rape,3
2015,1,8,Recovered Stolen Motor Vehicle,13
2015,1,8,Robbery Firearm,9
2015,1,8,Robbery No Firearm,7
2015,1,8,Theft from Vehicle,19
