year,month,day,description,count
2009,1,1,Agg Assault - Domest,7
2009,1,1,Aggravated Assault (,8
2009,1,1,Armed Robbery,4
2009,1,1,Arson,2
2009,1,1,Auto Theft,9
2009,1,1,Burglary - Non Resid,4
2009,1,1,Burglary - Residence,10
2009,1,1,Casualty (includes a,1
2009,1,1,Dangerous and Concea,1
2009,1,1,Dead Body,1
2009,1,1,Drunkenness,1
2009,1,1,False Information to,1
2009,1,1,Family Offense,1
2009,1,1,Forcible Sodomy,1
2009,1,1,Forged Checks,1
2009,1,1,Intimidation,1
2009,1,1,Kidnapping/Abduction,1
2009,1,1,Misc Violation,6
2009,1,1,Non Agg Assault Dome,14
2009,1,1,Non Aggravated Assau,12
2009,1,1,Possession of Drug E,3
2009,1,1,Possession/Sale/Dist,5
2009,1,1,Property Damage,36
2009,1,1,Rape,3
2009,1,1,Resisting an Officer,3
2009,1,1,Sex Off Fondle - mol,1
2009,1,1,Stealing All Other,3
2009,1,1,Stealing Auto Parts/,4
2009,1,1,Stealing From Auto,10
2009,1,1,Stealing Pickpocket,1
2009,1,1,Stealing Purse Snatc,1
2009,1,1,Stealing Shoplifting,3
2009,1,1,Stealing from Buildi,2
2009,1,1,Violation Full Order,1
2009,1,2,Agg Assault - Domest,1
2009,1,2,Aggravated Assault (,1
2009,1,2,Alien,1
2009,1,2,Armed Robbery,3
2009,1,2,Auto Theft,14
2009,1,2,Auto Theft Outside S,4
2009,1,2,Burglary - Non Resid,5
2009,1,2,Burglary - Residence,18
2009,1,2,Credit/Debit/ATM Car,2
2009,1,2,Embezzlement,2
2009,1,2,Forged Checks,2
2009,1,2,Fraud,3
2009,1,2,Impersonation - NOT,1
2009,1,2,Intimidation,1
2009,1,2,Misc Violation,7
2009,1,2,Non Agg Assault Dome,5
2009,1,2,Non Aggravated Assau,2
2009,1,2,Possession of Drug E,1
2009,1,2,Possession/Sale/Dist,7
2009,1,2,Property Damage,18
2009,1,2,Rape,1
2009,1,2,Resisting an Officer,1
2009,1,2,Sex Off Fondle - mol,1
2009,1,2,Sex Off Misconduct,1
2009,1,2,Stealing All Other,13
2009,1,2,Stealing Auto Parts/,15
2009,1,2,Stealing Bicycles,1
2009,1,2,Stealing From Auto,7
2009,1,2,Stealing Shoplifting,8
2009,1,2,Stealing from Buildi,5
2009,1,2,Strong Arm Robbery,1
2009,1,2,Trespassing,2
2009,1,3,Agg Assault - Domest,1
2009,1,3,Agg Assault - Drive-,2
2009,1,3,Aggravated Assault (,7
2009,1,3,Armed Robbery,6
2009,1,3,Arson,4
2009,1,3,Attempt Suicide by S,1
2009,1,3,Auto Theft,12
2009,1,3,Auto Theft Outside S,2
2009,1,3,Burglary - Non Resid,5
2009,1,3,Burglary - Residence,7
2009,1,3,Credit/Debit/ATM Car,1
2009,1,3,Family Disturbance,1
2009,1,3,Impersonation - NOT,1
2009,1,3,Intimidation,1
2009,1,3,Misc Violation,6
2009,1,3,Non Agg Assault Dome,8
2009,1,3,Non Aggravated Assau,5
2009,1,3,Possession/Sale/Dist,3
2009,1,3,Property Damage,21
2009,1,3,Statutory Rape,1
2009,1,3,Stealing All Other,4
2009,1,3,Stealing Auto Parts/,7
2009,1,3,Stealing From Auto,8
2009,1,3,Stealing Shoplifting,7
2009,1,3,Stealing from Buildi,5
2009,1,3,Strong Arm Robbery,2
2009,1,3,Violation Full Order,1
2009,1,4,Agg Assault - Domest,1
