year,month,day,UCR CRIME CATEGORY,count
2016,4,3,BURGLARY,28
2016,4,3,DRUG OFFENSE,5
2016,4,3,LARCENY-THEFT,77
2016,4,3,MOTOR VEHICLE THEFT,20
2016,4,3,ROBBERY,9
2016,4,4,AGGRAVATED ASSAULT,10
2016,4,4,ARSON,1
2016,4,4,BURGLARY,34
2016,4,4,DRUG OFFENSE,18
2016,4,4,LARCENY-THEFT,88
2016,4,4,MOTOR VEHICLE THEFT,23
2016,4,4,RAPE,1
2016,4,4,ROBBERY,8
2016,4,5,AGGRAVATED ASSAULT,12
2016,4,5,BURGLARY,42
2016,4,5,DRUG OFFENSE,16
2016,4,5,LARCENY-THEFT,84
2016,4,5,MOTOR VEHICLE THEFT,17
2016,4,5,RAPE,5
2016,4,5,ROBBERY,7
2016,4,6,AGGRAVATED ASSAULT,7
2016,4,6,BURGLARY,21
2016,4,6,DRUG OFFENSE,10
2016,4,6,LARCENY-THEFT,82
2016,4,6,MOTOR VEHICLE THEFT,27
2016,4,6,RAPE,1
2016,4,6,ROBBERY,9
2016,4,7,AGGRAVATED ASSAULT,8
2016,4,7,ARSON,1
2016,4,7,BURGLARY,32
2016,4,7,DRUG OFFENSE,19
2016,4,7,LARCENY-THEFT,116
2016,4,7,MOTOR VEHICLE THEFT,20
2016,4,7,RAPE,2
2016,4,7,ROBBERY,7
2016,4,8,AGGRAVATED ASSAULT,7
2016,4,8,BURGLARY,40
2016,4,8,DRUG OFFENSE,9
2016,4,8,LARCENY-THEFT,97
2016,4,8,MOTOR VEHICLE THEFT,21
2016,4,8,RAPE,2
2016,4,8,ROBBERY,11
2016,4,9,AGGRAVATED ASSAULT,5
2016,4,9,ARSON,1
2016,4,9,BURGLARY,22
2016,4,9,DRUG OFFENSE,12
2016,4,9,LARCENY-THEFT,96
2016,4,9,MOTOR VEHICLE THEFT,18
2016,4,9,RAPE,6
2016,4,9,ROBBERY,7
2016,4,10,AGGRAVATED ASSAULT,7
2016,4,10,BURGLARY,20
2016,4,10,DRUG OFFENSE,8
2016,4,10,LARCENY-THEFT,92
2016,4,10,MOTOR VEHICLE THEFT,19
2016,4,10,RAPE,2
2016,4,10,ROBBERY,8
2016,4,11,AGGRAVATED ASSAULT,9
2016,4,11,BURGLARY,38
2016,4,11,DRUG OFFENSE,12
2016,4,11,LARCENY-THEFT,88
2016,4,11,MOTOR VEHICLE THEFT,23
2016,4,11,ROBBERY,6
2016,4,12,AGGRAVATED ASSAULT,10
2016,4,12,BURGLARY,33
2016,4,12,DRUG OFFENSE,14
2016,4,12,LARCENY-THEFT,102
2016,4,12,MOTOR VEHICLE THEFT,17
2016,4,12,RAPE,2
2016,4,12,ROBBERY,8
2016,4,13,AGGRAVATED ASSAULT,10
2016,4,13,BURGLARY,33
2016,4,13,DRUG OFFENSE,19
2016,4,13,LARCENY-THEFT,74
2016,4,13,MOTOR VEHICLE THEFT,24
2016,4,13,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,4,13,RAPE,1
2016,4,13,ROBBERY,7
2016,4,14,AGGRAVATED ASSAULT,8
2016,4,14,BURGLARY,40
2016,4,14,DRUG OFFENSE,22
2016,4,14,LARCENY-THEFT,84
2016,4,14,MOTOR VEHICLE THEFT,9
2016,4,14,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,4,14,RAPE,1
2016,4,14,ROBBERY,10
2016,4,15,AGGRAVATED ASSAULT,6
2016,4,15,ARSON,1
2016,4,15,BURGLARY,45
2016,4,15,DRUG OFFENSE,8
2016,4,15,LARCENY-THEFT,103
2016,4,15,MOTOR VEHICLE THEFT,19
2016,4,15,RAPE,4
2016,4,15,ROBBERY,7
2016,4,16,AGGRAVATED ASSAULT,19
2016,4,16,ARSON,2
2016,4,16,BURGLARY,28
2016,4,16,DRUG OFFENSE,4
2016,4,16,LARCENY-THEFT,112
2016,4,16,MOTOR VEHICLE THEFT,24
2016,4,16,MURDER AND NON-NEGLIGENT MANSLAUGHTER,2
2016,4,16,ROBBERY,5
2016,4,17,AGGRAVATED ASSAULT,15
2016,4,17,BURGLARY,19
2016,4,17,DRUG OFFENSE,8
2016,4,17,LARCENY-THEFT,73
2016,4,17,MOTOR VEHICLE THEFT,22
2016,4,17,RAPE,5
2016,4,17,ROBBERY,5
2016,4,18,AGGRAVATED ASSAULT,14
2016,4,18,BURGLARY,35
2016,4,18,DRUG OFFENSE,9
2016,4,18,LARCENY-THEFT,80
2016,4,18,MOTOR VEHICLE THEFT,16
2016,4,18,RAPE,4
2016,4,18,ROBBERY,7
2016,4,19,AGGRAVATED ASSAULT,13
2016,4,19,BURGLARY,35
2016,4,19,DRUG OFFENSE,8
2016,4,19,LARCENY-THEFT,73
2016,4,19,MOTOR VEHICLE THEFT,24
2016,4,19,MURDER AND NON-NEGLIGENT MANSLAUGHTER,2
2016,4,19,RAPE,3
2016,4,19,ROBBERY,8
2016,4,20,AGGRAVATED ASSAULT,12
2016,4,20,BURGLARY,33
2016,4,20,DRUG OFFENSE,18
2016,4,20,LARCENY-THEFT,92
2016,4,20,MOTOR VEHICLE THEFT,21
2016,4,20,RAPE,3
2016,4,20,ROBBERY,8
2016,4,21,AGGRAVATED ASSAULT,7
2016,4,21,BURGLARY,40
2016,4,21,DRUG OFFENSE,12
2016,4,21,LARCENY-THEFT,87
2016,4,21,MOTOR VEHICLE THEFT,16
2016,4,21,RAPE,1
2016,4,21,ROBBERY,12
2016,4,22,AGGRAVATED ASSAULT,10
2016,4,22,ARSON,1
2016,4,22,BURGLARY,48
2016,4,22,DRUG OFFENSE,11
2016,4,22,LARCENY-THEFT,77
2016,4,22,MOTOR VEHICLE THEFT,22
2016,4,22,ROBBERY,8
2016,4,23,AGGRAVATED ASSAULT,13
2016,4,23,BURGLARY,32
2016,4,23,DRUG OFFENSE,10
2016,4,23,LARCENY-THEFT,76
2016,4,23,MOTOR VEHICLE THEFT,30
2016,4,23,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,4,23,RAPE,4
2016,4,23,ROBBERY,3
2016,4,24,AGGRAVATED ASSAULT,14
2016,4,24,BURGLARY,31
2016,4,24,DRUG OFFENSE,6
2016,4,24,LARCENY-THEFT,69
2016,4,24,MOTOR VEHICLE THEFT,18
2016,4,24,RAPE,2
2016,4,24,ROBBERY,10
2016,4,25,AGGRAVATED ASSAULT,12
2016,4,25,ARSON,1
2016,4,25,BURGLARY,38
2016,4,25,DRUG OFFENSE,7
2016,4,25,LARCENY-THEFT,90
2016,4,25,MOTOR VEHICLE THEFT,23
2016,4,25,RAPE,1
2016,4,25,ROBBERY,7
2016,4,26,AGGRAVATED ASSAULT,14
2016,4,26,BURGLARY,46
2016,4,26,DRUG OFFENSE,11
2016,4,26,LARCENY-THEFT,74
2016,4,26,MOTOR VEHICLE THEFT,23
2016,4,26,RAPE,2
2016,4,26,ROBBERY,8
2016,4,27,AGGRAVATED ASSAULT,11
2016,4,27,BURGLARY,33
2016,4,27,DRUG OFFENSE,17
2016,4,27,LARCENY-THEFT,89
2016,4,27,MOTOR VEHICLE THEFT,18
2016,4,27,RAPE,1
2016,4,27,ROBBERY,11
2016,4,28,AGGRAVATED ASSAULT,9
2016,4,28,ARSON,1
2016,4,28,BURGLARY,44
2016,4,28,DRUG OFFENSE,23
2016,4,28,LARCENY-THEFT,83
2016,4,28,MOTOR VEHICLE THEFT,20
2016,4,28,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,4,28,RAPE,3
2016,4,28,ROBBERY,4
2016,4,29,AGGRAVATED ASSAULT,10
2016,4,29,ARSON,1
2016,4,29,BURGLARY,48
2016,4,29,DRUG OFFENSE,14
2016,4,29,LARCENY-THEFT,105
2016,4,29,MOTOR VEHICLE THEFT,20
2016,4,29,RAPE,1
2016,4,29,ROBBERY,4
2016,4,30,AGGRAVATED ASSAULT,9
2016,4,30,BURGLARY,31
2016,4,30,DRUG OFFENSE,6
2016,4,30,LARCENY-THEFT,71
2016,4,30,MOTOR VEHICLE THEFT,17
2016,4,30,RAPE,3
2016,4,30,ROBBERY,6
2016,5,1,AGGRAVATED ASSAULT,18
2016,5,1,BURGLARY,27
2016,5,1,DRUG OFFENSE,8
2016,5,1,LARCENY-THEFT,81
2016,5,1,MOTOR VEHICLE THEFT,21
2016,5,1,RAPE,3
2016,5,1,ROBBERY,6
2016,5,2,AGGRAVATED ASSAULT,10
2016,5,2,ARSON,1
2016,5,2,BURGLARY,33
2016,5,2,DRUG OFFENSE,11
2016,5,2,LARCENY-THEFT,85
2016,5,2,MOTOR VEHICLE THEFT,18
2016,5,2,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,2,RAPE,1
2016,5,2,ROBBERY,11
2016,5,3,AGGRAVATED ASSAULT,13
2016,5,3,BURGLARY,31
2016,5,3,DRUG OFFENSE,23
2016,5,3,LARCENY-THEFT,85
2016,5,3,MOTOR VEHICLE THEFT,20
2016,5,3,RAPE,2
2016,5,3,ROBBERY,7
2016,5,4,AGGRAVATED ASSAULT,15
2016,5,4,ARSON,1
2016,5,4,BURGLARY,31
2016,5,4,DRUG OFFENSE,18
2016,5,4,LARCENY-THEFT,82
2016,5,4,MOTOR VEHICLE THEFT,17
2016,5,4,RAPE,4
2016,5,4,ROBBERY,10
2016,5,5,AGGRAVATED ASSAULT,15
2016,5,5,ARSON,1
2016,5,5,BURGLARY,29
2016,5,5,DRUG OFFENSE,19
2016,5,5,LARCENY-THEFT,72
2016,5,5,MOTOR VEHICLE THEFT,16
2016,5,5,ROBBERY,8
2016,5,6,AGGRAVATED ASSAULT,6
2016,5,6,BURGLARY,35
2016,5,6,DRUG OFFENSE,20
2016,5,6,LARCENY-THEFT,82
2016,5,6,MOTOR VEHICLE THEFT,33
2016,5,6,ROBBERY,8
2016,5,7,AGGRAVATED ASSAULT,13
2016,5,7,ARSON,1
2016,5,7,BURGLARY,24
2016,5,7,DRUG OFFENSE,8
2016,5,7,LARCENY-THEFT,78
2016,5,7,MOTOR VEHICLE THEFT,12
2016,5,7,RAPE,3
2016,5,7,ROBBERY,5
2016,5,8,AGGRAVATED ASSAULT,10
2016,5,8,BURGLARY,35
2016,5,8,DRUG OFFENSE,5
2016,5,8,LARCENY-THEFT,65
2016,5,8,MOTOR VEHICLE THEFT,24
2016,5,8,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,8,RAPE,4
2016,5,8,ROBBERY,7
2016,5,9,AGGRAVATED ASSAULT,8
2016,5,9,ARSON,1
2016,5,9,BURGLARY,22
2016,5,9,DRUG OFFENSE,10
2016,5,9,LARCENY-THEFT,78
2016,5,9,MOTOR VEHICLE THEFT,15
2016,5,9,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,9,RAPE,2
2016,5,9,ROBBERY,11
2016,5,10,AGGRAVATED ASSAULT,7
2016,5,10,BURGLARY,26
2016,5,10,DRUG OFFENSE,15
2016,5,10,LARCENY-THEFT,88
2016,5,10,MOTOR VEHICLE THEFT,18
2016,5,10,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,10,RAPE,3
2016,5,10,ROBBERY,15
2016,5,11,AGGRAVATED ASSAULT,12
2016,5,11,ARSON,1
2016,5,11,BURGLARY,32
2016,5,11,DRUG OFFENSE,16
2016,5,11,LARCENY-THEFT,95
2016,5,11,MOTOR VEHICLE THEFT,17
2016,5,11,RAPE,3
2016,5,11,ROBBERY,12
2016,5,12,AGGRAVATED ASSAULT,10
2016,5,12,ARSON,4
2016,5,12,BURGLARY,37
2016,5,12,DRUG OFFENSE,17
2016,5,12,LARCENY-THEFT,67
2016,5,12,MOTOR VEHICLE THEFT,19
2016,5,12,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,12,RAPE,1
2016,5,12,ROBBERY,5
2016,5,13,AGGRAVATED ASSAULT,9
2016,5,13,ARSON,2
2016,5,13,BURGLARY,22
2016,5,13,DRUG OFFENSE,16
2016,5,13,LARCENY-THEFT,82
2016,5,13,MOTOR VEHICLE THEFT,22
2016,5,13,RAPE,1
2016,5,13,ROBBERY,3
2016,5,14,AGGRAVATED ASSAULT,17
2016,5,14,BURGLARY,29
2016,5,14,DRUG OFFENSE,10
2016,5,14,LARCENY-THEFT,93
2016,5,14,MOTOR VEHICLE THEFT,20
2016,5,14,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,14,ROBBERY,7
2016,5,15,AGGRAVATED ASSAULT,14
2016,5,15,BURGLARY,24
2016,5,15,DRUG OFFENSE,9
2016,5,15,LARCENY-THEFT,84
2016,5,15,MOTOR VEHICLE THEFT,12
2016,5,15,RAPE,3
2016,5,15,ROBBERY,10
2016,5,16,AGGRAVATED ASSAULT,18
2016,5,16,BURGLARY,28
2016,5,16,DRUG OFFENSE,6
2016,5,16,LARCENY-THEFT,88
2016,5,16,MOTOR VEHICLE THEFT,19
2016,5,16,RAPE,5
2016,5,16,ROBBERY,5
2016,5,17,AGGRAVATED ASSAULT,8
2016,5,17,BURGLARY,52
2016,5,17,DRUG OFFENSE,10
2016,5,17,LARCENY-THEFT,88
2016,5,17,MOTOR VEHICLE THEFT,17
2016,5,17,RAPE,2
2016,5,17,ROBBERY,5
2016,5,18,AGGRAVATED ASSAULT,7
2016,5,18,ARSON,1
2016,5,18,BURGLARY,36
2016,5,18,DRUG OFFENSE,18
2016,5,18,LARCENY-THEFT,92
2016,5,18,MOTOR VEHICLE THEFT,16
2016,5,18,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,18,RAPE,2
2016,5,18,ROBBERY,6
2016,5,19,AGGRAVATED ASSAULT,12
2016,5,19,ARSON,1
2016,5,19,BURGLARY,34
2016,5,19,DRUG OFFENSE,14
2016,5,19,LARCENY-THEFT,76
2016,5,19,MOTOR VEHICLE THEFT,16
2016,5,19,ROBBERY,4
2016,5,20,AGGRAVATED ASSAULT,11
2016,5,20,ARSON,1
2016,5,20,BURGLARY,48
2016,5,20,DRUG OFFENSE,12
2016,5,20,LARCENY-THEFT,89
2016,5,20,MOTOR VEHICLE THEFT,10
2016,5,20,RAPE,3
2016,5,20,ROBBERY,9
2016,5,21,AGGRAVATED ASSAULT,9
2016,5,21,BURGLARY,17
2016,5,21,DRUG OFFENSE,7
2016,5,21,LARCENY-THEFT,78
2016,5,21,MOTOR VEHICLE THEFT,22
2016,5,21,RAPE,3
2016,5,21,ROBBERY,6
2016,5,22,AGGRAVATED ASSAULT,8
2016,5,22,ARSON,1
2016,5,22,BURGLARY,22
2016,5,22,DRUG OFFENSE,4
2016,5,22,LARCENY-THEFT,72
2016,5,22,MOTOR VEHICLE THEFT,19
2016,5,22,RAPE,4
2016,5,22,ROBBERY,12
2016,5,23,AGGRAVATED ASSAULT,11
2016,5,23,BURGLARY,33
2016,5,23,DRUG OFFENSE,17
2016,5,23,LARCENY-THEFT,98
2016,5,23,MOTOR VEHICLE THEFT,24
2016,5,23,RAPE,3
2016,5,23,ROBBERY,9
2016,5,24,AGGRAVATED ASSAULT,8
2016,5,24,BURGLARY,33
2016,5,24,DRUG OFFENSE,7
2016,5,24,LARCENY-THEFT,107
2016,5,24,MOTOR VEHICLE THEFT,18
2016,5,24,RAPE,3
2016,5,24,ROBBERY,6
2016,5,25,AGGRAVATED ASSAULT,6
2016,5,25,BURGLARY,30
2016,5,25,DRUG OFFENSE,15
2016,5,25,LARCENY-THEFT,95
2016,5,25,MOTOR VEHICLE THEFT,13
2016,5,25,RAPE,4
2016,5,25,ROBBERY,6
2016,5,26,AGGRAVATED ASSAULT,13
2016,5,26,ARSON,1
2016,5,26,BURGLARY,31
2016,5,26,DRUG OFFENSE,7
2016,5,26,LARCENY-THEFT,85
2016,5,26,MOTOR VEHICLE THEFT,13
2016,5,26,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,26,RAPE,1
2016,5,26,ROBBERY,8
2016,5,27,AGGRAVATED ASSAULT,11
2016,5,27,BURGLARY,39
2016,5,27,DRUG OFFENSE,15
2016,5,27,LARCENY-THEFT,99
2016,5,27,MOTOR VEHICLE THEFT,22
2016,5,27,RAPE,3
2016,5,27,ROBBERY,2
2016,5,28,AGGRAVATED ASSAULT,15
2016,5,28,BURGLARY,37
2016,5,28,DRUG OFFENSE,6
2016,5,28,LARCENY-THEFT,101
2016,5,28,MOTOR VEHICLE THEFT,14
2016,5,28,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,28,RAPE,1
2016,5,28,ROBBERY,8
2016,5,29,AGGRAVATED ASSAULT,11
2016,5,29,ARSON,1
2016,5,29,BURGLARY,37
2016,5,29,DRUG OFFENSE,6
2016,5,29,LARCENY-THEFT,89
2016,5,29,MOTOR VEHICLE THEFT,24
2016,5,29,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,5,29,RAPE,4
2016,5,29,ROBBERY,4
2016,5,30,AGGRAVATED ASSAULT,7
2016,5,30,ARSON,1
2016,5,30,BURGLARY,35
2016,5,30,DRUG OFFENSE,11
2016,5,30,LARCENY-THEFT,81
2016,5,30,MOTOR VEHICLE THEFT,16
2016,5,30,RAPE,2
2016,5,30,ROBBERY,9
2016,5,31,AGGRAVATED ASSAULT,7
2016,5,31,BURGLARY,35
2016,5,31,DRUG OFFENSE,11
2016,5,31,LARCENY-THEFT,92
2016,5,31,MOTOR VEHICLE THEFT,26
2016,5,31,ROBBERY,5
2016,6,1,AGGRAVATED ASSAULT,10
2016,6,1,ARSON,2
2016,6,1,BURGLARY,35
2016,6,1,DRUG OFFENSE,18
2016,6,1,LARCENY-THEFT,101
2016,6,1,MOTOR VEHICLE THEFT,26
2016,6,1,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,1,RAPE,2
2016,6,1,ROBBERY,5
2016,6,2,AGGRAVATED ASSAULT,7
2016,6,2,BURGLARY,29
2016,6,2,DRUG OFFENSE,18
2016,6,2,LARCENY-THEFT,80
2016,6,2,MOTOR VEHICLE THEFT,19
2016,6,2,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,2,RAPE,3
2016,6,2,ROBBERY,7
2016,6,3,AGGRAVATED ASSAULT,7
2016,6,3,ARSON,2
2016,6,3,BURGLARY,43
2016,6,3,DRUG OFFENSE,12
2016,6,3,LARCENY-THEFT,74
2016,6,3,MOTOR VEHICLE THEFT,26
2016,6,3,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,3,RAPE,1
2016,6,3,ROBBERY,6
2016,6,4,AGGRAVATED ASSAULT,17
2016,6,4,ARSON,1
2016,6,4,BURGLARY,30
2016,6,4,DRUG OFFENSE,7
2016,6,4,LARCENY-THEFT,106
2016,6,4,MOTOR VEHICLE THEFT,20
2016,6,4,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,4,RAPE,1
2016,6,4,ROBBERY,11
2016,6,5,AGGRAVATED ASSAULT,8
2016,6,5,ARSON,4
2016,6,5,BURGLARY,26
2016,6,5,DRUG OFFENSE,10
2016,6,5,LARCENY-THEFT,62
2016,6,5,MOTOR VEHICLE THEFT,19
2016,6,5,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,5,RAPE,3
2016,6,5,ROBBERY,5
2016,6,6,AGGRAVATED ASSAULT,11
2016,6,6,ARSON,2
2016,6,6,BURGLARY,37
2016,6,6,DRUG OFFENSE,11
2016,6,6,LARCENY-THEFT,97
2016,6,6,MOTOR VEHICLE THEFT,11
2016,6,6,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,6,RAPE,4
2016,6,6,ROBBERY,10
2016,6,7,AGGRAVATED ASSAULT,14
2016,6,7,ARSON,1
2016,6,7,BURGLARY,20
2016,6,7,DRUG OFFENSE,19
2016,6,7,LARCENY-THEFT,95
2016,6,7,MOTOR VEHICLE THEFT,15
2016,6,7,RAPE,2
2016,6,7,ROBBERY,5
2016,6,8,AGGRAVATED ASSAULT,12
2016,6,8,ARSON,1
2016,6,8,BURGLARY,22
2016,6,8,DRUG OFFENSE,16
2016,6,8,LARCENY-THEFT,85
2016,6,8,MOTOR VEHICLE THEFT,19
2016,6,8,RAPE,5
2016,6,8,ROBBERY,7
2016,6,9,AGGRAVATED ASSAULT,12
2016,6,9,BURGLARY,39
2016,6,9,DRUG OFFENSE,9
2016,6,9,LARCENY-THEFT,77
2016,6,9,MOTOR VEHICLE THEFT,19
2016,6,9,RAPE,2
2016,6,9,ROBBERY,4
2016,6,10,AGGRAVATED ASSAULT,11
2016,6,10,BURGLARY,39
2016,6,10,DRUG OFFENSE,8
2016,6,10,LARCENY-THEFT,99
2016,6,10,MOTOR VEHICLE THEFT,24
2016,6,10,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,10,RAPE,2
2016,6,10,ROBBERY,6
2016,6,11,AGGRAVATED ASSAULT,12
2016,6,11,ARSON,1
2016,6,11,BURGLARY,36
2016,6,11,DRUG OFFENSE,5
2016,6,11,LARCENY-THEFT,90
2016,6,11,MOTOR VEHICLE THEFT,25
2016,6,11,RAPE,3
2016,6,11,ROBBERY,9
2016,6,12,AGGRAVATED ASSAULT,15
2016,6,12,ARSON,1
2016,6,12,BURGLARY,25
2016,6,12,DRUG OFFENSE,5
2016,6,12,LARCENY-THEFT,84
2016,6,12,MOTOR VEHICLE THEFT,22
2016,6,12,MURDER AND NON-NEGLIGENT MANSLAUGHTER,2
2016,6,12,RAPE,3
2016,6,12,ROBBERY,8
2016,6,13,AGGRAVATED ASSAULT,9
2016,6,13,ARSON,1
2016,6,13,BURGLARY,29
2016,6,13,DRUG OFFENSE,5
2016,6,13,LARCENY-THEFT,86
2016,6,13,MOTOR VEHICLE THEFT,19
2016,6,13,RAPE,1
2016,6,13,ROBBERY,8
2016,6,14,AGGRAVATED ASSAULT,8
2016,6,14,ARSON,1
2016,6,14,BURGLARY,34
2016,6,14,DRUG OFFENSE,11
2016,6,14,LARCENY-THEFT,73
2016,6,14,MOTOR VEHICLE THEFT,24
2016,6,14,RAPE,3
2016,6,14,ROBBERY,7
2016,6,15,AGGRAVATED ASSAULT,10
2016,6,15,ARSON,1
2016,6,15,BURGLARY,46
2016,6,15,DRUG OFFENSE,24
2016,6,15,LARCENY-THEFT,91
2016,6,15,MOTOR VEHICLE THEFT,15
2016,6,15,RAPE,1
2016,6,15,ROBBERY,7
2016,6,16,AGGRAVATED ASSAULT,17
2016,6,16,BURGLARY,32
2016,6,16,DRUG OFFENSE,13
2016,6,16,LARCENY-THEFT,96
2016,6,16,MOTOR VEHICLE THEFT,17
2016,6,16,MURDER AND NON-NEGLIGENT MANSLAUGHTER,2
2016,6,16,RAPE,3
2016,6,16,ROBBERY,5
2016,6,17,AGGRAVATED ASSAULT,7
2016,6,17,ARSON,2
2016,6,17,BURGLARY,43
2016,6,17,DRUG OFFENSE,15
2016,6,17,LARCENY-THEFT,90
2016,6,17,MOTOR VEHICLE THEFT,20
2016,6,17,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,17,ROBBERY,4
2016,6,18,AGGRAVATED ASSAULT,19
2016,6,18,BURGLARY,28
2016,6,18,DRUG OFFENSE,3
2016,6,18,LARCENY-THEFT,87
2016,6,18,MOTOR VEHICLE THEFT,30
2016,6,18,RAPE,2
2016,6,18,ROBBERY,2
2016,6,19,AGGRAVATED ASSAULT,13
2016,6,19,ARSON,1
2016,6,19,BURGLARY,28
2016,6,19,DRUG OFFENSE,7
2016,6,19,LARCENY-THEFT,63
2016,6,19,MOTOR VEHICLE THEFT,30
2016,6,19,RAPE,3
2016,6,19,ROBBERY,11
2016,6,20,AGGRAVATED ASSAULT,4
2016,6,20,ARSON,3
2016,6,20,BURGLARY,33
2016,6,20,DRUG OFFENSE,11
2016,6,20,LARCENY-THEFT,85
2016,6,20,MOTOR VEHICLE THEFT,20
2016,6,20,RAPE,4
2016,6,20,ROBBERY,11
2016,6,21,AGGRAVATED ASSAULT,10
2016,6,21,BURGLARY,39
2016,6,21,DRUG OFFENSE,12
2016,6,21,LARCENY-THEFT,101
2016,6,21,MOTOR VEHICLE THEFT,13
2016,6,21,RAPE,4
2016,6,21,ROBBERY,9
2016,6,22,AGGRAVATED ASSAULT,16
2016,6,22,BURGLARY,32
2016,6,22,DRUG OFFENSE,11
2016,6,22,LARCENY-THEFT,87
2016,6,22,MOTOR VEHICLE THEFT,26
2016,6,22,RAPE,3
2016,6,22,ROBBERY,8
2016,6,23,AGGRAVATED ASSAULT,6
2016,6,23,BURGLARY,43
2016,6,23,DRUG OFFENSE,12
2016,6,23,LARCENY-THEFT,68
2016,6,23,MOTOR VEHICLE THEFT,27
2016,6,23,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,23,ROBBERY,5
2016,6,24,AGGRAVATED ASSAULT,20
2016,6,24,BURGLARY,40
2016,6,24,DRUG OFFENSE,13
2016,6,24,LARCENY-THEFT,93
2016,6,24,MOTOR VEHICLE THEFT,18
2016,6,24,RAPE,5
2016,6,24,ROBBERY,5
2016,6,25,AGGRAVATED ASSAULT,14
2016,6,25,BURGLARY,28
2016,6,25,DRUG OFFENSE,8
2016,6,25,LARCENY-THEFT,95
2016,6,25,MOTOR VEHICLE THEFT,21
2016,6,25,MURDER AND NON-NEGLIGENT MANSLAUGHTER,1
2016,6,25,RAPE,2
2016,6,25,ROBBERY,7
2016,6,26,AGGRAVATED ASSAULT,12
2016,6,26,ARSON,1
2016,6,26,BURGLARY,25
2016,6,26,DRUG OFFENSE,3
2016,6,26,LARCENY-THEFT,89
2016,6,26,MOTOR VEHICLE THEFT,25
2016,6,26,RAPE,5
2016,6,26,ROBBERY,6
2016,6,27,AGGRAVATED ASSAULT,12
2016,6,27,ARSON,4
2016,6,27,BURGLARY,38
2016,6,27,DRUG OFFENSE,5
2016,6,27,LARCENY-THEFT,83
2016,6,27,MOTOR VEHICLE THEFT,21
2016,6,27,RAPE,2
2016,6,27,ROBBERY,8
2016,6,28,AGGRAVATED ASSAULT,7
2016,6,28,BURGLARY,31
2016,6,28,DRUG OFFENSE,15
2016,6,28,LARCENY-THEFT,86
2016,6,28,MOTOR VEHICLE THEFT,19
2016,6,28,RAPE,3
2016,6,28,ROBBERY,6
2016,6,29,AGGRAVATED ASSAULT,14
2016,6,29,ARSON,1
2016,6,29,BURGLARY,31
2016,6,29,DRUG OFFENSE,19
2016,6,29,LARCENY-THEFT,91
2016,6,29,MOTOR VEHICLE THEFT,13
2016,6,29,RAPE,3
2016,6,29,ROBBERY,8
2016,6,30,AGGRAVATED ASSAULT,14
2016,6,30,ARSON,2
2016,6,30,BURGLARY,36
2016,6,30,DRUG OFFENSE,24
2016,6,30,LARCENY-THEFT,94
2016,6,30,MOTOR VEHICLE THEFT,23
2016,6,30,RAPE,2
2016,6,30,ROBBERY,2
2016,7,1,AGGRAVATED ASSAULT,15
2016,7,1,BURGLARY,52
2016,7,1,DRUG OFFENSE,7
2016,7,1,LARCENY-THEFT,85
2016,7,1,MOTOR VEHICLE THEFT,19
2016,7,1,RAPE,3
2016,7,1,ROBBERY,11
2016,7,2,AGGRAVATED ASSAULT,13
2016,7,2,ARSON,1
2016,7,2,BURGLARY,22
2016,7,2,DRUG OFFENSE,10
2016,7,2,LARCENY-THEFT,80
2016,7,2,MOTOR VEHICLE THEFT,19
2016,7,2,RAPE,2
2016,7,2,ROBBERY,7
2016,7,3,AGGRAVATED ASSAULT,12
2016,7,3,ARSON,2
2016,7,3,BURGLARY,22
2016,7,3,DRUG OFFENSE,5
2016,7,3,LARCENY-THEFT,64
2016,7,3,MOTOR VEHICLE THEFT,16
2016,7,3,RAPE,3
2016,7,3,ROBBERY,5
2016,7,4,AGGRAVATED ASSAULT,8
2016,7,4,ARSON,2
2016,7,4,BURGLARY,25
