year,month,day,metric,count
2016,1,1,ABANDONED M/V,1
2016,1,1,ANIMAL COMPLNT,5
2016,1,1,ASSLT-1-KNIFE,1
2016,1,1,ASSLT-2-WEAPON,2
2016,1,1,ASSLT-PO-HANDS,1
2016,1,1,BREACH-PEACE,4
2016,1,1,BURG2-RES-NITE,5
2016,1,1,COMM TENSION;COMM-SERVICE,4
2016,1,1,CR MISCHIEF 3,3
2016,1,1,CR TRESPASS 3,2
2016,1,1,DISABLED PD VEHICLE,1
2016,1,1,DRUNK DRIVING,1
2016,1,1,FOUND PROPERTY,1
2016,1,1,HAZARDOUS CONDITION,1
2016,1,1,INTFERING W PO,1
2016,1,1,LARC1-PERSON-OVER-2000,1
2016,1,1,LARC3 SHOPLIFT,3
2016,1,1,LARC3-FROM M/V,1
2016,1,1,LARC4 SHOPLIFT,1
2016,1,1,LARC4-M/V PART-STO-PLATE,2
2016,1,1,LARC4-OTHERS/CHECKS,1
2016,1,1,LITTERING-HWY,1
2016,1,1,LOITERING,1
2016,1,1,LOST/STOLEN PROP,2
2016,1,1,M/V-THEFT-AUTO,2
2016,1,1,MISSING PERS,4
2016,1,1,NON-INV ACC,1
2016,1,1,OCC-INJ-POLICE,1
2016,1,1,OP UNDER SUSP,2
2016,1,1,PANHANDLING,1
2016,1,1,PER INJ ACC,1
2016,1,1,PERS INJ ACC,4
2016,1,1,POSSESS-HEROIN,2
2016,1,1,POSSESS-MARIJ,1
2016,1,1,PROP DAM ACC,7
2016,1,1,RADIO SIGNAL,2
2016,1,1,ROBBERY-GUN *RESID*,1
2016,1,1,ROBBERY-GUN *STREET*,1
2016,1,1,SHOTS FIRED - CONFIRMED,1
2016,1,1,WANTED OUTSIDE,5
2016,1,2,ANIMAL COMPLNT,4
2016,1,2,ASSAULT 3,4
2016,1,2,ASSLT-1-GUN,1
2016,1,2,ASSLT-1-KNIFE,1
2016,1,2,ASSLT-1-WEAPON,1
2016,1,2,AUTO-THEFT-REC,1
2016,1,2,BREACH-PEACE,7
2016,1,2,BURNS-PRIVATE,1
2016,1,2,CASE DRAWN IN ERROR,1
2016,1,2,CR MISCHIEF 3,2
2016,1,2,DIS-CONDUCT,6
2016,1,2,DISABLED PD VEHICLE,1
2016,1,2,FOUND PROPERTY,1
2016,1,2,HARRASSMENT,1
2016,1,2,HAZARDOUS CONDITION,1
2016,1,2,INTFERING W PO,1
