year,month,day,metric,count
2014,1,30,Assault,51
2014,1,30,Burglary,51
2014,1,30,Homicide,51
2014,1,30,Larceny-Theft,51
2014,1,30,Motor Vehicle Theft,51
2014,1,30,Rape,51
2014,1,30,Robbery,51
2014,2,28,Assault,51
2014,2,28,Burglary,51
2014,2,28,Homicide,51
2014,2,28,Larceny-Theft,51
2014,2,28,Motor Vehicle Theft,51
2014,2,28,Rape,51
2014,2,28,Robbery,51
2014,3,30,Assault,51
2014,3,30,Burglary,51
2014,3,30,Homicide,51
2014,3,30,Larceny-Theft,51
2014,3,30,Motor Vehicle Theft,51
2014,3,30,Rape,51
2014,3,30,Robbery,51
2014,4,30,Assault,51
2014,4,30,Burglary,51
2014,4,30,Homicide,51
2014,4,30,Larceny-Theft,51
2014,4,30,Motor Vehicle Theft,51
2014,4,30,Rape,51
2014,4,30,Robbery,51
